timestamp,latitude_degrees,longitude_degrees,basin,month,tropical_sst,local_sst,relative_sst,tropical_sst_scaled,local_sst_scaled,basin_numerical,resampled,peak_wind,quantile
1982-06-07 00:00:00,16.9,116.9,WP,6,27.378002,29.218317,1.8403149,0.2385140235708849,0.0785373057379968,2,True,44.74694280272901,0.15
1982-07-03 00:00:00,25.9,148.9,WP,7,26.943525,27.365335,0.42181015,-0.9505859648803577,-2.7697589888777867,2,True,45.33027711533121,0.05
1982-07-08 00:00:00,9.2,159.2,WP,7,26.943525,29.270359,2.3268337,-0.9505859648803577,0.15853324512887876,2,True,46.471640081724146,0.15
1982-07-17 00:00:00,10.8,120.8,WP,7,26.943525,29.465292,2.5217667,-0.9505859648803577,0.4581729294854167,2,True,51.254224961004404,0.35
1982-07-23 00:00:00,17.5,117.5,WP,7,26.943525,29.322481,2.3789558,-0.9505859648803577,0.23865215587273164,2,True,105.4611774920392,0.65
1982-07-24 00:00:00,5.5,170.5,WP,7,26.943525,29.443754,2.500229,-0.9505859648803577,0.4250659669820336,2,True,115.00065876064185,0.85
1982-07-24 00:00:00,20.1,126.1,WP,7,26.943525,29.173069,2.2295437,-0.9505859648803577,0.00898470849810594,2,True,34.28720799697346,0.05
1982-08-03 00:00:00,18.6,115.7,WP,8,26.706768,28.939825,2.233057,-1.5985552382038095,-0.3495444196539066,2,True,118.46783052112164,0.75
1982-08-13 00:00:00,15.8,127.6,WP,8,26.706768,29.165298,2.4585304,-1.5985552382038095,-0.0029604213010309484,2,True,48.004874196861316,0.25
1982-08-21 00:00:00,18.4,151.3,WP,8,26.706768,28.867731,2.160963,-1.5985552382038095,-0.46036312866674656,2,True,120.47734387366432,0.85
1982-08-21 00:00:00,4.0,150.1,WP,8,26.706768,29.708048,3.0012798,-1.5985552382038095,0.8313233515055714,2,True,84.09522073942928,0.65
1982-08-25 00:00:00,13.8,180.1,WP,8,26.706768,28.420208,1.71344,-1.5985552382038095,-1.1482694886072868,2,True,40.428201690026626,0.05
1982-09-01 00:00:00,12.8,125.9,WP,9,26.753124,29.092068,2.3389435,-1.471685647719974,-0.11552532352604486,2,True,80.33436572406926,0.55
1982-09-01 00:00:00,11.4,133.1,WP,9,26.753124,29.061285,2.3081608,-1.471685647719974,-0.16284316300703094,2,True,57.95430357938318,0.35
1982-09-04 00:00:00,6.9,130.8,WP,9,26.753124,29.344538,2.5914135,-1.471685647719974,0.27255689502850383,2,True,38.55245849835321,0.05
1982-09-09 00:00:00,13.0,110.9,WP,9,26.753124,28.298946,1.5458221,-1.471685647719974,-1.3346663911555543,2,True,123.77783149992534,0.95
1982-09-09 00:00:00,19.6,129.4,WP,9,26.753124,29.06682,2.313696,-1.471685647719974,-0.15433508252341396,2,True,52.00590845560599,0.25
1982-09-09 00:00:00,14.6,126.2,WP,9,26.753124,29.05159,2.2984657,-1.471685647719974,-0.17774575384509736,2,True,112.31425017789331,0.85
1982-09-12 00:00:00,8.2,139.3,WP,9,26.753124,29.429876,2.676752,-1.471685647719974,0.40373351152554615,2,True,80.79853503922966,0.55
1982-09-18 00:00:00,12.7,153.2,WP,9,26.753124,29.303783,2.5506592,-1.471685647719974,0.20991067639979152,2,True,90.74853183852971,0.65
1982-09-29 00:00:00,11.9,130.3,WP,9,26.753124,29.038757,2.285633,-1.471685647719974,-0.1974718960034162,2,True,43.2278762260379,0.15
